story_id,company_name,industry_1,industry_2,industry_3
tableau_96,SC Asset,real estate,construction,business consulting and services
tableau_97,Jaguar Land Rover,Motor vehicle manufacturing,Retail and automotive industry,Manufacturing
tableau_98,"Mizuho Bank, Ltd.",Financial Services,Banking,Financial
tableau_99,Yves Rocher,retail,cosmetics,consumer services
tableau_100,FUJIFILM Corporation,"Technology, Information and Internet",Consumer Services,Photography
tableau_101,KIOXIA Group,Semiconductor manufacturing,Electronics,Technology
tableau_102,BMW Group Asia,Business Consulting and Services,Automotive,Transportation
tableau_103,Seattle Seahawks,sports,entertainment,non-profit
tableau_104,Yorkshire Building Society,financial services,retail,business consulting and services
tableau_105,McDonald's,retail,food and beverage services,restaurants
tableau_106,University of Utah Health,hospitals and health care,healthcare,medical practices
tableau_107,Carsome,"technology, information and internet",software development,consumer services
tableau_108,University of Texas at Austin,higher education,"technology, information and internet",education administration programs
tableau_109,Duke University Health Systems,hospitals and health care,"technology, information and internet",higher education
tableau_110,Belcorp,beauty,consumer goods,retail
tableau_111,JLL,real estate,business consulting and services,construction
tableau_112,Z Holdings,"Technology, Information and Internet",Information Technology & Services,Software Development
tableau_113,Tableau,"Technology, Information and Internet",Business Consulting and Services,Software Development
tableau_114,Kdan Mobile Software Ltd.,Software development,"Technology, Information and Internet",Information Technology & Services
tableau_115,Vicinity Centres,Retail,Real Estate,Property Management
tableau_116,freee,software development,"technology, information and internet",business consulting and services
tableau_117,TDK Group,Technology,Electronics,Manufacturing
tableau_118,Telefónica,telecommunications,information technology & services,business consulting and services
tableau_119,Griffith University,Higher Education,"Technology, Information and Internet",Research and Development
tableau_120,Zeotap,data,technology,advertising
tableau_121,Sysco,Food Service,Logistics,Retail
tableau_122,Punchh,retail,software development,business consulting and services
tableau_123,Anadolu Sigorta,Insurance,Financial Services,Business Consulting and Services
tableau_124,Basware,Financial Services,Software Development,Business Consulting and Services
tableau_125,University of Kentucky (UKY),higher education,business consulting and services,education administration programs
tableau_126,Prospitalia h-trak,Hospitality,Healthcare,Medical Practices
tableau_127,Invites Healthcare,hospitals and health care,"technology, information and internet",software development
tableau_128,ENGIE,energy,utilities,construction
tableau_129,DFI Retail Group,retail,business consulting and services,software development
tableau_130,Splunk,IT Services,Software Development,"Technology, Information and Internet"
tableau_131,Vend,retail,software development,business consulting and services
tableau_132,Bridgestone,manufacturing,automotive,tire manufacturing
tableau_133,BMW Group Germany,motor vehicle manufacturing,financial services,consumer services
tableau_134,Konica Minolta,"technology, information and internet",professional printing,healthcare
tableau_135,Belcorp,Beauty and Cosmetics,"Technology, Information and Internet",Business Consulting and Services
tableau_136,FAW-Volkswagen Automotive Co. Ltd.,Motor Vehicle Manufacturing,Manufacturing,Automotive
tableau_137,Mahindra Finance,Financial Services,Non-Banking Financial Company,Business Intelligence
tableau_138,Gatwick Airport,Transportation,Travel,Air Transport
tableau_139,Sequis Life,insurance,financial services,healthcare
tableau_140,Swisscom,telecommunications,it services and it consulting,information technology & services
tableau_141,Department of Disease Control (DDC),healthcare,government,public services
tableau_142,New Zealand Electricity Authority,energy,utilities,public administration
tableau_143,Quandoo,software development,food and beverage services,"technology, information and internet"
tableau_144,Paigo,business consulting and services,debt collection,finance
tableau_145,Emami,hospitals and health care,personal care and healthcare,business consulting and services
tableau_146,Hankook Tire & Technology,manufacturing,"technology, information and internet",automotive
tableau_147,"COFCO Coca-Cola Beverage Co., Ltd.",retail,food and beverage,software development
tableau_148,DTDC,other,,
tableau_149,Telia,Telecommunications,"Technology, Information and Internet",Information Technology & Services
tableau_150,Verizon,Telecommunications,"Technology, Information and Internet",Information Technology & Services
tableau_151,Mitsui Leasing,financial services,automotive,leasing
tableau_152,ZIGBANG,Real Estate,Financial Services,Business Consulting and Services
tableau_153,SOS International,Insurance,Financial Services,Travel and Tourism
tableau_154,Signet Jewelers,Retail,Jewelry,Consumer Services
tableau_155,National Trust,non-profit organizations,business consulting and services,hospitals and health care
tableau_156,Oneflare,Business Services,Software Development,Marketplace
tableau_157,Municipality of Nijmegen,government,public administration,local government
tableau_158,State of Indiana Management Performance Hub (MPH),Government,Non-Profit,Public Administration
tableau_159,KB Kookmin Bank,financial services,banking,finance
tableau_160,Accor,hospitality,business consulting and services,software development
tableau_161,SIAM KUBOTA Corporation,construction,farming equipment,manufacturing
tableau_162,Wolseley Canada,construction,business consulting and services,other
tableau_163,Specialized Bicycle Components,Technology,Software Development,Retail
tableau_164,Vanguard Charitable,non-profit organizations,financial services,software development
tableau_165,World Economic Forum (WEF),Non-Profit Organizations,Business Consulting and Services,International Organization
tableau_166,Dubai Airports,air transportation,aviation,travel and tourism
tableau_167,Austrian Airlines AG,Transportation,Airline Industry,Aviation
tableau_168,United Utilities,water and wastewater services,utility,energy consumption
tableau_169,ABN AMRO Clearing,financial services,banking and financial institutions,clearing and settlement
tableau_170,Criteo S.A.,advertising services,"technology, information and internet",information technology & services
tableau_171,EDF Energy,Energy,Utilities,Financial Services
tableau_172,NYC Health + Hospitals,hospitals and health care,"technology, information and internet",medical practices
tableau_173,Experian,financial services,"technology, information and internet",business consulting and services
tableau_174,ZALORA,retail,"technology, information and internet",software development
tableau_175,Jakarta Smart City,government,public administration,data analytics
tableau_176,PurpleCloud Technologies,Hospitality,Software Development,"Technology, Information and Internet"
tableau_177,United States Agency for International Development (USAID),non-profit organizations,hospitals and health care,government
tableau_178,Bank Mandiri,financial services,banking and financial,financial institution
