story_id,company_name,company_org,industry_1,industry_2,industry_3,industry_4
knime_48,netzeffekt,netzeffekt,business consulting and services,advertising services,"technology, information and internet","Professional, Scientific and Technical Activities"
knime_49,procter & gamble,procter & gamble,consumer goods,retail,chemical manufacturing,WHOLESALE AND RETAIL TRADE
knime_50,procter & gamble,procter & gamble,consumer goods,manufacturing,healthcare,WHOLESALE AND RETAIL TRADE
knime_51,pure romance,pure romance,direct sales,retail,consumer services,"Professional, Scientific and Technical Activities"
knime_52,pure romance,pure romance,direct sales,business consulting and services,advertising services,"Professional, Scientific and Technical Activities"
knime_53,knime analytics platform,qatar financial center regulatory authority,financial services,software development,business consulting and services,Financial And Insurance Activities
knime_54,knime analytics platform,qatar financial center regulatory authority,financial services,business intelligence,technology,Financial And Insurance Activities
knime_55,rabobank,rabobank,financial services,banking,finance,Financial And Insurance Activities
knime_56,rabobank,rabobank,financial services,banking,financial institutions,Financial And Insurance Activities
knime_57,seagate technology,seagate,"technology, information and internet",software development,data storage,Information And Communication
knime_58,seagate,seagate,technology,information technology & services,software development,Information And Communication
knime_59,siemens,siemens,industrial machinery manufacturing,engineering services,electrical equipment,Manufacturing
knime_60,siemens,siemens,digital industries,"technology, information and internet",business consulting and services,"Professional, Scientific and Technical Activities"
knime_61,knime analytics platform,soluzioni informatiche,business intelligence,data analysis,software development,"Professional, Scientific and Technical Activities"
knime_62,abc inc.,soluzioni informatiche,construction,software development,business consulting,Construction
knime_63,soluzioni informatiche,soluzioni informatiche,business services,software development,consulting,"Professional, Scientific and Technical Activities"
knime_64,soluzioni informatiche,soluzioni informatiche,business consulting and services,financial services,professional training and coaching,"Professional, Scientific and Technical Activities"
knime_65,sparkasse kölnbonn,sparkasse kölnbonn,financial services,business consulting and services,software development,Financial And Insurance Activities
knime_66,sparkasse kölnbonn,sparkasse kölnbonn,financial services,business consulting and services,other,Financial And Insurance Activities
knime_67,atos,sport england,it services,consulting,technology,"Professional, Scientific and Technical Activities"
knime_68,atos,sport england,it services,consulting,software development,"Professional, Scientific and Technical Activities"
knime_69,star cooperative,star cooperative,business consulting and services,"technology, information and internet",software development,"Professional, Scientific and Technical Activities"
knime_70,star cooperative,star cooperative,{'guess_1': 'business consulting and services'},{'guess_2': 'software development'},"{'guess_3': 'technology, information and internet'}","Professional, Scientific and Technical Activities"
knime_71,tata steel europe,tata steel,industrial machinery manufacturing,steel production,construction,Manufacturing
knime_72,tata steel europe,tata steel,manufacturing,steel,construction,Manufacturing
knime_73,thaltegos,thaltegos,travel arrangements,hospitality,software development,Administrative and Support Service Activities
knime_74,thaltegos,thaltegos,hospitality,software development,business consulting and services,Administrative and Support Service Activities
knime_75,hungarian government,the hungarian government,public administration,government,it services,PUBLIC ADMINISTRATION AND DEFENCE; COMPULSORY SOCIAL SECURITY
knime_76,hungarian government,the hungarian government,government,public administration,technology,PUBLIC ADMINISTRATION AND DEFENCE; COMPULSORY SOCIAL SECURITY
knime_77,todo1,todo1,other,,,Other
knime_78,todo1,todo1,other,,,Other
knime_79,financial services company,truata,financial services,business consulting and services,"technology, information and internet",Financial And Insurance Activities
knime_80,truata,truata,financial services,software development,other,Financial And Insurance Activities
knime_81,uppsala university,uppsala university,education,research,healthcare,Education
knime_82,uppsala university,uppsala university,technology,information technology & services,business consulting and services,Information And Communication
knime_83,wave life sciences,wave life sciences,life science,biopharma,software development,OTHER SERVICE ACTIVITIES
knime_84,wave life sciences,wave life sciences,life sciences,biotech,pharmaceuticals,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
knime_85,webbankir,webbankir,financial services,technology,information and internet,Financial And Insurance Activities
knime_86,webbankir,webbankir,financial services,software development,business consulting and services,Financial And Insurance Activities
knime_87,würth,würth group,construction,wholesale,manufacturing,Construction
knime_88,würth,würth group,construction,retail,manufacturing,Construction
knime_89,würth,würth group,construction,business consulting and services,industrial machinery manufacturing,Construction
knime_90,würth,würth group,construction,business consulting and services,manufacturing,Construction
